ref,SampleID,ac,a5c
X,ST,99.44444444444444,0
X,EA,49.069242265670844,0
X,EB,57.69010051334836,0
X,EC,67.05259184425852,0
X,ZA,9.11320120956072,0
X,ZB,7.372166107702193,0
X,ZC,9.104102895578869,0
X,5A,2.6637310425930325,0
X,5B,4.227561014928753,0
X,5C,3.415634830220114,0
X,5DA,2.347090919018989,0
X,5DB,2.580347495514807,0
X,5DC,2.2168123615624578,0
X,7A,2.772258376354155,0
X,7B,4.130662454487731,0
X,7C,1.7749865212616758,0
X,7DA,4.971918025228434,0
X,7DB,3.111437112655787,0
