ref,SampleID,ac,a5c
MT,ST,99.59016393442623,0
MT,EA,62.021857923497265,0
MT,EB,58.396946564885496,0
MT,EC,77.36434108527132,0
MT,ZA,12.38390092879257,0
MT,ZB,2.6455026455026456,0
MT,ZC,11.834319526627219,0
MT,5A,0.22727272727272727,0
MT,5B,0.8955223880597015,0
MT,5C,0.7130124777183601,0
MT,5DA,0.15408320493066255,0
MT,5DB,0.9345794392523364,0
MT,5DC,5.944055944055944,0
MT,7A,0.3527336860670194,0
MT,7B,0.12091898428053205,0
MT,7C,0.30864197530864196,0
MT,7DA,0.19607843137254902,0
MT,7DB,0.0,0
