ref,SampleID,ac,a5c
Y,ST,97.0216209767207,0
Y,EA,39.390264292166925,0
Y,EB,52.932078768547505,0
Y,EC,57.05336032029833,0
Y,ZA,30.544486735427466,0
Y,ZB,29.306510918972776,0
Y,ZC,29.35810349847429,0
Y,5A,14.579377496885021,0
Y,5B,15.312974874666272,0
Y,5C,22.190774898904152,0
Y,5DA,24.69074364190096,0
Y,5DB,20.330862161742754,0
Y,5DC,15.035125394626117,0
Y,7A,19.814422695332496,0
Y,7B,14.757972738761026,0
Y,7C,19.60205982342599,0
Y,7DA,19.44998573839306,0
Y,7DB,22.541881675546893,0
