ref,SampleID,ac,a5c
lambda,ST,99.72941070953891,0
lambda,A1,1.6738242986436191,0
lambda,A2,1.5435577588909108,0
lambda,A3,0.5539170472789678,0
lambda,A4,0.18451053755686048,0
lambda,B1,1.4300856560664958,0
lambda,B2,1.19847193391779,0
lambda,B3,0.358166283297494,0
lambda,B4,0.1469876318584071,0
lambda,B7,0.1694993404722521,0
lambda,B8,0.058070039488048966,0
lambda,B9,0.16443846016872055,0
lambda,B10,0.14709242103217268,0
lambda,B11,0.7985810760648416,0
